"No.","Time","Source","Destination","Protocol","Length","Info"
"995","33.262494","5.135.215.43","11.100.87.183","RTP","115","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=188, Time=3691821366"
"996","33.277179","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=101, Time=4136458693"
"998","33.277472","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=102, Time=4136459653"
"999","33.281120","5.135.215.43","11.100.87.183","RTP","112","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=189, Time=3691822326"
"1000","33.301384","5.135.215.43","11.100.87.183","RTP","115","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=190, Time=3691823286"
"1001","33.301384","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=191, Time=3691824246"
"1002","33.307343","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=103, Time=4136460613"
"1004","33.331557","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=192, Time=3691825206"
"1005","33.338081","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=104, Time=4136461573"
"1006","33.338204","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=105, Time=4136462533"
"1007","33.352061","5.135.215.43","11.100.87.183","RTP","119","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=193, Time=3691826166"
"1009","33.369756","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=106, Time=4136463493"
"1010","33.369797","11.100.87.183","5.135.215.43","RTP","118","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=107, Time=4136464453"
"1011","33.372780","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=194, Time=3691827126"
"1012","33.400313","5.135.215.43","11.100.87.183","RTP","115","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=195, Time=3691828086"
"1014","33.401279","11.100.87.183","5.135.215.43","RTP","117","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=108, Time=4136465413"
"1015","33.421396","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=196, Time=3691829046"
"1017","33.432675","11.100.87.183","5.135.215.43","RTP","124","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=109, Time=4136466373"
"1018","33.432721","11.100.87.183","5.135.215.43","RTP","121","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=110, Time=4136467333"
"1020","33.441363","5.135.215.43","11.100.87.183","RTP","118","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=197, Time=3691830006"
"1022","33.463429","11.100.87.183","5.135.215.43","RTP","123","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=111, Time=4136468293"
"1024","33.472279","5.135.215.43","11.100.87.183","RTP","116","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=198, Time=3691830966"
"1025","33.472279","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=199, Time=3691831926"
"1026","33.491664","5.135.215.43","11.100.87.183","RTP","117","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=200, Time=3691832886"
"1027","33.494293","11.100.87.183","5.135.215.43","RTP","123","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=112, Time=4136469253"
"1028","33.494394","11.100.87.183","5.135.215.43","RTP","128","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=113, Time=4136470213"
"1029","33.511213","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=201, Time=3691833846"
"1030","33.525803","11.100.87.183","5.135.215.43","RTP","118","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=114, Time=4136471173"
"1031","33.525933","11.100.87.183","5.135.215.43","RTP","120","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=115, Time=4136472133"
"1032","33.541955","5.135.215.43","11.100.87.183","RTP","118","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=202, Time=3691834806"
"1033","33.556469","11.100.87.183","5.135.215.43","RTP","116","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=116, Time=4136473093"
"1034","33.560404","5.135.215.43","11.100.87.183","RTP","116","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=203, Time=3691835766"
"1035","33.583639","5.135.215.43","11.100.87.183","RTP","117","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=204, Time=3691836726"
"1037","33.587902","11.100.87.183","5.135.215.43","RTP","115","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=117, Time=4136474053"
"1038","33.587963","11.100.87.183","5.135.215.43","RTP","117","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=118, Time=4136475013"
"1040","33.602933","5.135.215.43","11.100.87.183","RTP","116","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=205, Time=3691837686"
"1041","33.602933","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=206, Time=3691838646"
"1044","33.618921","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=119, Time=4136475973"
"1045","33.632429","5.135.215.43","11.100.87.183","RTP","114","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=207, Time=3691839606"
"1047","33.649506","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=120, Time=4136476933"
"1048","33.649738","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=121, Time=4136477893"
"1050","33.656571","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=208, Time=3691840566"
"1052","33.670747","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=209, Time=3691841526"
"1055","33.679218","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=122, Time=4136478853"
"1056","33.679382","11.100.87.183","5.135.215.43","RTP","115","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=123, Time=4136479813"
"1057","33.701522","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=210, Time=3691842486"
"1060","33.711767","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=124, Time=4136480773"
"1061","33.721428","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=211, Time=3691843446"
"1067","33.740863","5.135.215.43","11.100.87.183","RTP","128","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=212, Time=3691844406"
"1068","33.742474","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=125, Time=4136481733"
"1069","33.761155","5.135.215.43","11.100.87.183","RTP","119","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=213, Time=3691845366"
"1070","33.761155","5.135.215.43","11.100.87.183","RTP","116","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=214, Time=3691846326"
"1073","33.772512","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=126, Time=4136482693"
"1076","33.772656","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=127, Time=4136483653"
"1077","33.790457","5.135.215.43","11.100.87.183","RTP","116","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=215, Time=3691847286"
"1081","33.803711","11.100.87.183","5.135.215.43","RTP","105","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=128, Time=4136484613"
"1082","33.811419","5.135.215.43","11.100.87.183","RTP","116","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=216, Time=3691848246"
"1084","33.829897","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=217, Time=3691849206"
"1085","33.833665","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=129, Time=4136485573"
"1089","33.833907","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=130, Time=4136486533"
"1092","33.860110","5.135.215.43","11.100.87.183","RTP","116","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=218, Time=3691850166"
"1093","33.865630","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=131, Time=4136487493"
"1095","33.879654","5.135.215.43","11.100.87.183","RTP","118","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=219, Time=3691851126"
"1096","33.896728","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=132, Time=4136488453"
"1098","33.896905","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=133, Time=4136489413"
"1099","33.899991","5.135.215.43","11.100.87.183","RTP","118","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=220, Time=3691852086"
"1100","33.927514","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=134, Time=4136490373"
"1102","33.927652","11.100.87.183","5.135.215.43","RTP","117","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=135, Time=4136491333"
"1104","33.931608","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=221, Time=3691853046"
"1105","33.933124","5.135.215.43","11.100.87.183","RTP","117","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=222, Time=3691854006"
"1106","33.950606","5.135.215.43","11.100.87.183","RTP","116","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=223, Time=3691854966"
"1109","33.960005","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=136, Time=4136492293"
"1111","33.971636","5.135.215.43","11.100.87.183","RTP","124","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=224, Time=3691855926"
"1113","33.989792","11.100.87.183","5.135.215.43","RTP","119","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=137, Time=4136493253"
"1115","33.990062","11.100.87.183","5.135.215.43","RTP","115","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=138, Time=4136494213"
"1116","33.990819","5.135.215.43","11.100.87.183","RTP","125","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=225, Time=3691856886"
"1117","34.019426","5.135.215.43","11.100.87.183","RTP","119","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=226, Time=3691857846"
"1118","34.020584","11.100.87.183","5.135.215.43","RTP","115","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=139, Time=4136495173"
"1123","34.042590","5.135.215.43","11.100.87.183","RTP","124","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=227, Time=3691858806"
"1128","34.051860","11.100.87.183","5.135.215.43","RTP","114","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=140, Time=4136496133"
"1131","34.052025","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=141, Time=4136497093"
"1132","34.060900","5.135.215.43","11.100.87.183","RTP","119","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=228, Time=3691859766"
"1134","34.062617","5.135.215.43","11.100.87.183","RTP","114","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=229, Time=3691860726"
"1137","34.084052","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=142, Time=4136498053"
"1142","34.084175","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=143, Time=4136499013"
"1143","34.088693","5.135.215.43","11.100.87.183","RTP","114","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=230, Time=3691861686"
"1145","34.112396","5.135.215.43","11.100.87.183","RTP","118","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=231, Time=3691862646"
"1153","34.115754","11.100.87.183","5.135.215.43","RTP","115","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=144, Time=4136499973"
"1156","34.141198","5.135.215.43","11.100.87.183","RTP","118","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=232, Time=3691863606"
"1164","34.146675","11.100.87.183","5.135.215.43","RTP","115","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=145, Time=4136500933"
"1165","34.161373","5.135.215.43","11.100.87.183","RTP","114","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=233, Time=3691864566"
"1166","34.176665","11.100.87.183","5.135.215.43","RTP","114","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=146, Time=4136501893"
"1168","34.177012","11.100.87.183","5.135.215.43","RTP","117","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=147, Time=4136502853"
"1173","34.180906","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=234, Time=3691865526"
"1174","34.200688","5.135.215.43","11.100.87.183","RTP","119","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=235, Time=3691866486"
"1179","34.207125","11.100.87.183","5.135.215.43","RTP","114","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=148, Time=4136503813"
"1189","34.232378","5.135.215.43","11.100.87.183","RTP","119","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=236, Time=3691867446"
"1190","34.233442","5.135.215.43","11.100.87.183","RTP","115","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=237, Time=3691868406"
"1191","34.238097","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=149, Time=4136504773"
"1193","34.238306","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=150, Time=4136505733"
"1194","34.238341","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=151, Time=4136506693"
"1195","34.253467","5.135.215.43","11.100.87.183","RTP","115","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=238, Time=3691869366"
"1208","34.270093","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=152, Time=4136507653"
"1209","34.271103","5.135.215.43","11.100.87.183","RTP","127","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=239, Time=3691870326"
"1210","34.293290","5.135.215.43","11.100.87.183","RTP","145","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=240, Time=3691871286"
"1212","34.301064","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=153, Time=4136508613"
"1214","34.321994","5.135.215.43","11.100.87.183","RTP","170","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=241, Time=3691872246"
"1216","34.332156","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=154, Time=4136509573"
"1217","34.332191","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=155, Time=4136510533"
"1218","34.346953","5.135.215.43","11.100.87.183","RTP","168","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=242, Time=3691873206"
"1220","34.362836","11.100.87.183","5.135.215.43","RTP","115","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=156, Time=4136511493"
"1227","34.372848","5.135.215.43","11.100.87.183","RTP","159","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=243, Time=3691874166"
"1228","34.394110","5.135.215.43","11.100.87.183","RTP","157","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=244, Time=3691875126"
"1229","34.394110","5.135.215.43","11.100.87.183","RTP","153","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=245, Time=3691876086"
"1230","34.394377","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=157, Time=4136512453"
"1232","34.394533","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=158, Time=4136513413"
"1233","34.411459","5.135.215.43","11.100.87.183","RTP","159","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=246, Time=3691877046"
"1234","34.425063","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=159, Time=4136514373"
"1242","34.430918","5.135.215.43","11.100.87.183","RTP","151","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=247, Time=3691878006"
"1244","34.456375","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=160, Time=4136515333"
"1246","34.456565","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=161, Time=4136516293"
"1247","34.461706","5.135.215.43","11.100.87.183","RTP","157","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=248, Time=3691878966"
"1248","34.481152","5.135.215.43","11.100.87.183","RTP","157","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=249, Time=3691879926"
"1249","34.487163","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=162, Time=4136517253"
"1253","34.487400","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=163, Time=4136518213"
"1255","34.501821","5.135.215.43","11.100.87.183","RTP","152","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=250, Time=3691880886"
"1258","34.518825","11.100.87.183","5.135.215.43","RTP","121","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=164, Time=4136519173"
"1259","34.525829","5.135.215.43","11.100.87.183","RTP","155","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=251, Time=3691881846"
"1260","34.525829","5.135.215.43","11.100.87.183","RTP","152","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=252, Time=3691882806"
"1261","34.549697","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=165, Time=4136520133"
"1262","34.549801","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=166, Time=4136521093"
"1263","34.551139","5.135.215.43","11.100.87.183","RTP","151","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=253, Time=3691883766"
"1264","34.574290","5.135.215.43","11.100.87.183","RTP","155","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=254, Time=3691884726"
"1266","34.579577","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=167, Time=4136522053"
"1270","34.601164","5.135.215.43","11.100.87.183","RTP","155","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=255, Time=3691885686"
"1271","34.610641","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=168, Time=4136523013"
"1272","34.610855","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=169, Time=4136523973"
"1273","34.622341","5.135.215.43","11.100.87.183","RTP","162","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=256, Time=3691886646"
"1274","34.641893","5.135.215.43","11.100.87.183","RTP","164","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=257, Time=3691887606"
"1277","34.642225","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=170, Time=4136524933"
"1278","34.642252","11.100.87.183","5.135.215.43","RTP","105","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=171, Time=4136525893"
"1281","34.670993","5.135.215.43","11.100.87.183","RTP","152","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=258, Time=3691888566"
"1282","34.672552","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=172, Time=4136526853"
"1284","34.693752","5.135.215.43","11.100.87.183","RTP","151","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=259, Time=3691889526"
"1285","34.696530","5.135.215.43","11.100.87.183","RTP","152","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=260, Time=3691890486"
"1286","34.703561","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=173, Time=4136527813"
"1287","34.712992","5.135.215.43","11.100.87.183","RTP","150","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=261, Time=3691891446"
"1288","34.730924","5.135.215.43","11.100.87.183","RTP","147","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=262, Time=3691892406"
"1289","34.735485","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=174, Time=4136528773"
"1290","34.735598","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=175, Time=4136529733"
"1294","34.749274","5.135.215.43","11.100.87.183","RTP","157","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=263, Time=3691893366"
"1295","34.766693","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=176, Time=4136530693"
"1297","34.781076","5.135.215.43","11.100.87.183","RTP","146","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=264, Time=3691894326"
"1298","34.796830","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=177, Time=4136531653"
"1299","34.796946","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=178, Time=4136532613"
"1301","34.806692","5.135.215.43","11.100.87.183","RTP","154","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=265, Time=3691895286"
"1303","34.827550","11.100.87.183","5.135.215.43","RTP","119","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=179, Time=4136533573"
"1304","34.827665","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=180, Time=4136534533"
"1305","34.830071","5.135.215.43","11.100.87.183","RTP","160","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=266, Time=3691896246"
"1306","34.841667","5.135.215.43","11.100.87.183","RTP","147","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=267, Time=3691897206"
"1307","34.842319","5.135.215.43","11.100.87.183","RTP","155","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=268, Time=3691898166"
"1309","34.869899","5.135.215.43","11.100.87.183","RTP","151","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=269, Time=3691899126"
"1310","34.875538","11.100.87.183","5.135.215.43","RTP","116","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=181, Time=4136535493"
"1312","34.875704","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=182, Time=4136536453"
"1314","34.890884","5.135.215.43","11.100.87.183","RTP","146","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=270, Time=3691900086"
"1315","34.905590","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=183, Time=4136537413"
"1317","34.911298","5.135.215.43","11.100.87.183","RTP","145","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=271, Time=3691901046"
